organization_name,participants_COP28,participants_COP29,participants_total,is_insurance,website_url,search_method,content_source,processing_status,error_message,processed_at
Youth for Energy Southeast Asia (Y4E-SEA),1,0,1,,,,,failed,Não foi possível encontrar website para Youth for Energy Southeast Asia (Y4E-SEA),2025-07-31T01:34:25.569014
Charoen Pokphand Group Company,1,0,1,False,https://en.wikipedia.org/wiki/Charoen_Pokphand,wikipedia,wikipedia,completed,,2025-07-31T01:34:27.501418
Thailand Environmental Institute (TEI),1,0,1,False,https://en.wikipedia.org/wiki/Chevrolet_Aveo_(T200),wikipedia_fallback,wikipedia,completed,,2025-07-31T01:34:30.057385
Ministry of Higher Education Science Research and Innovation (MHESI),1,0,1,False,"https://en.wikipedia.org/wiki/Ministry_of_Higher_Education,_Science,_Research_and_Innovation",wikipedia,wikipedia,completed,,2025-07-31T01:34:31.962553
SCG International Middle East Trading LLC.,1,0,1,False,https://en.wikipedia.org/wiki/List_of_companies_of_the_United_States_by_state,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:34:35.096497
Energy Absolute Public Company Limited,1,0,1,False,https://en.wikipedia.org/wiki/PTT_Public_Company_Limited,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:34:37.697857
Toyota Daihatsu Engineering & Manufacturing,1,0,1,False,https://www.toyota.com.br/contato/lista-de-concessionarias,bing,website,completed,,2025-07-31T01:34:42.940922
Charoen Pokphand Group Company Limited,1,0,1,False,https://en.wikipedia.org/wiki/Charoen_Pokphand_Foods,wikipedia,wikipedia,completed,,2025-07-31T01:34:44.862644
Société Alafia,1,0,1,,,,,failed,Não foi possível encontrar website para Société Alafia,2025-07-31T01:34:45.605856
ONG Jeunes Vert,1,0,1,False,https://en.wikipedia.org/wiki/March_23_Movement,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:34:48.074098
TDB Group,1,0,1,False,https://en.wikipedia.org/wiki/Trade_and_Development_Bank,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:34:49.603772
Comité International Ambassadrice de l'Environnement,1,0,1,,,,,failed,Não foi possível encontrar website para Comité International Ambassadrice de l'Environnement,2025-07-31T01:34:50.241900
Togo Environnement propre,1,0,1,False,https://en.wikipedia.org/wiki/Quebec,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:34:52.660853
Sustainable Solution for Africa,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Africa,2025-07-31T01:34:54.184304
CCIS,0,1,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/CCIS,2025-07-31T01:34:54.800722
Yameya Agency,0,1,1,,,,,failed,Não foi possível encontrar website para Yameya Agency,2025-07-31T01:34:55.384280
LDC UNIVERSITY INITIATIVE,0,1,1,False,https://en.wikipedia.org/wiki/Least_developed_countries,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:34:58.613491
Kokonetwork,0,1,1,False,https://en.wikipedia.org/wiki/KOKO_Networks,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:00.791907
Troicare,0,1,1,,,,,failed,Não foi possível encontrar website para Troicare,2025-07-31T01:35:01.474677
Youth Initiative Climate Action,0,1,1,False,https://en.wikipedia.org/wiki/Climate_change_policy_of_the_United_States,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:03.977194
UNICEF Youth,0,1,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://www.unicef.org/brazil/,2025-07-31T01:35:04.784184
SASO,0,1,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/SASO,2025-07-31T01:35:05.449892
noblemedia,0,1,1,,,,,failed,Não foi possível encontrar website para noblemedia,2025-07-31T01:35:05.984518
NEOM,0,1,1,False,https://en.wikipedia.org/wiki/Neom,wikipedia,wikipedia,completed,,2025-07-31T01:35:05.985247
Kearney - NOW Collective,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://www.kearney.com/,2025-07-31T01:35:06.962378
Denizli Chamber of Industry,1,0,1,False,https://en.wikipedia.org/wiki/Nihat_Zeybekci,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:09.819720
gulfcryo,0,1,1,False,https://en.wikipedia.org/wiki/Gulf_Cryo,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:09.821861
carboncure,0,1,1,False,https://en.wikipedia.org/wiki/CarbonCure_Technologies,wikipedia,wikipedia,completed,,2025-07-31T01:35:13.424658
LBV ASSETT MANAGEMENT,0,1,1,,,,,failed,Não foi possível encontrar website para LBV ASSETT MANAGEMENT,2025-07-31T01:35:14.178020
MIM,0,1,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/MIM,2025-07-31T01:35:14.998080
NCV,0,1,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/NCV,2025-07-31T01:35:15.927455
Strateic Gears,0,1,1,,,,,failed,Não foi possível encontrar website para Strateic Gears,2025-07-31T01:35:16.604203
CBCLUB,0,1,1,,,,,failed,Não foi possível encontrar website para CBCLUB,2025-07-31T01:35:17.185028
PEEK COUNSEL,0,1,1,False,https://en.wikipedia.org/wiki/Grand_Blue_Dreaming,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:20.224637
MoEn/IR,0,1,1,False,https://en.wikipedia.org/wiki/List_of_French_words_of_Gaulish_origin,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:23.285463
SE,0,1,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Se,2025-07-31T01:35:24.410889
Saudi Energy Efficiency Center,0,1,1,False,https://en.wikipedia.org/wiki/The_National_Energy_Services_Company,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:26.355278
HSBC BANK A.S.,1,0,1,False,https://en.wikipedia.org/wiki/HSBC,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:29.141776
SÖKTAŞ,1,0,1,False,https://en.wikipedia.org/wiki/Populus,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:31.568330
INTEGRATED REPORTING ASSOCIATION TÜRKİYE (ERTA),1,0,1,False,https://en.wikipedia.org/wiki/Istanbul,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:34.251974
Enerjisa Üretim A.Ş.,1,0,1,True,https://en.wikipedia.org/wiki/Sabancı_Holding,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:35.706977
WRI Türkiye,1,0,1,False,https://www.wribrasil.org.br/noticias/onibus-eletricos-testes-operacionais-escuta-clientes-facilitam-transicao-evidenciam-beneficios,bing,website,completed,,2025-07-31T01:35:39.755044
Bs Uluslararasi Muhendislik Musavirlik Ins. ve Tic. Ltd. Sti.,1,0,1,,,,,failed,Não foi possível encontrar website para Bs Uluslararasi Muhendislik Musavirlik Ins. ve Tic. Ltd. Sti.,2025-07-31T01:35:40.389051
White & Case,1,0,1,False,https://en.wikipedia.org/wiki/White_&_Case,wikipedia,wikipedia,completed,,2025-07-31T01:35:41.715819
"Law, Nature and Society Foundation - HUDOTO",1,0,1,,,,,failed,"Não foi possível encontrar website para Law, Nature and Society Foundation - HUDOTO",2025-07-31T01:35:42.474585
Integrated Reporting Association Türkiye (ERTA),1,0,1,False,https://en.wikipedia.org/wiki/Istanbul,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:45.241193
Glocal Advisory,1,0,1,False,https://en.wikipedia.org/wiki/Glocal_University,wikipedia,wikipedia,completed,,2025-07-31T01:35:46.445993
Nature Conservation Centre,1,0,1,False,https://en.wikipedia.org/wiki/International_Union_for_Conservation_of_Nature,wikipedia,wikipedia,completed,,2025-07-31T01:35:48.420440
Tigris Solar Enerji,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Electricity_in_Turkey,2025-07-31T01:35:50.140320
GAMA Energy a.ş.,1,0,1,False,https://en.wikipedia.org/wiki/GAMA_Enerji,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:52.308819
VALMONT INDUSTRIES,1,0,1,False,https://en.wikipedia.org/wiki/Valmont_Industries,wikipedia,wikipedia,completed,,2025-07-31T01:35:54.062652
"General Directorate of Environmental Impact Assessment, Permit and Inspection",1,0,1,False,https://en.wikipedia.org/wiki/United_States_Department_of_Homeland_Security,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:56.906520
Türkiye Sınai Kalkınma Bankası ( TSKB),1,0,1,False,https://en.wikipedia.org/wiki/Industrial_Development_Bank_of_Turkey,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:35:59.168318
Orange Flag Programme,1,0,1,False,https://nasz.orange.pl/t5/M%C3%B3j-Orange/ct-p/Moj_Orange,bing,website,completed,,2025-07-31T01:36:05.768181
Gaia Finansal Danışmanlık Hizmetleri ve Ticaret A.Ş.,1,0,1,,,,,failed,Não foi possível encontrar website para Gaia Finansal Danışmanlık Hizmetleri ve Ticaret A.Ş.,2025-07-31T01:36:06.432641
Zero Waste Foundation,1,0,1,False,https://en.wikipedia.org/wiki/The_Try_Guys,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:36:08.145022
ISKO/SANKO Holdings,1,0,1,False,https://en.wikipedia.org/wiki/ISKO_(clothing_company),wikipedia_fallback,wikipedia,completed,,2025-07-31T01:36:10.738808
Altyapılar Genel Müdürlüğü,1,0,1,,,,,failed,Não foi possível encontrar website para Altyapılar Genel Müdürlüğü,2025-07-31T01:36:11.344599
BAFER,1,0,1,False,https://en.wikipedia.org/wiki/Alexander_Bafer,wikipedia,wikipedia,completed,,2025-07-31T01:36:13.500266
Episome Biotech,1,0,1,False,https://en.wikipedia.org/wiki/Viral_vector,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:36:16.670507
Erguvan,1,0,1,False,https://en.wikipedia.org/wiki/Cercis_siliquastrum,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:36:18.490609
",",0,1,1,False,https://en.wikipedia.org/wiki/Comma,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:36:21.399586
Baku,0,1,1,False,https://en.wikipedia.org/wiki/Baku,wikipedia,wikipedia,completed,,2025-07-31T01:36:23.706830
NMDC,0,1,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/NMDC,2025-07-31T01:36:24.601560
National Center for Sustainable Energy,0,1,1,False,https://en.wikipedia.org/wiki/National_Renewable_Energy_Laboratory,wikipedia,wikipedia,completed,,2025-07-31T01:36:26.726721
Experise France,0,1,1,,,,,failed,Não foi possível encontrar website para Experise France,2025-07-31T01:36:27.370822
City Hall Straseni,0,1,1,False,https://en.wikipedia.org/wiki/Onești,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:36:30.048240
Embassy of Romania- local staff,0,1,1,False,https://en.wikipedia.org/wiki/Romania–Russia_relations,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:36:33.236248
ARÇELİK A.Ş.,1,0,1,False,https://en.wikipedia.org/wiki/Arçelik,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:36:35.533119
Ülker Bisküvi San. A.Ş.,1,0,1,,,,,failed,Não foi possível encontrar website para Ülker Bisküvi San. A.Ş.,2025-07-31T01:36:36.085433
Hacettepe University,1,0,1,False,https://en.wikipedia.org/wiki/Hacettepe_University,wikipedia,wikipedia,completed,,2025-07-31T01:36:38.069157
"TR MINISTRY OF ENVIRONMENT URBANISATION AND CLIMATE CHANGE, DIRECTORATE GENERAL OF GEOGRAPHIC INFORMATION SYSTEMS",1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Climate_change_in_Turkey,2025-07-31T01:36:39.064676
SOCAR Turkiye,1,0,1,False,https://www.turkiyetoday.com/business/azerbaijans-gas-giant-socar-to-invest-7b-in-turkiye-101981/,bing,website,completed,,2025-07-31T01:36:39.065598
BD & Marketing Manager,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Trevor_Bauer,2025-07-31T01:36:41.008561
HDF FZCO,1,0,1,,,,,failed,Não foi possível encontrar website para HDF FZCO,2025-07-31T01:36:41.568155
Ministry of Environment Urbanization and Climate Change,1,0,1,False,"https://en.wikipedia.org/wiki/Ministry_of_Environment,_Urbanisation_and_Climate_Change",wikipedia,wikipedia,completed,,2025-07-31T01:36:43.537809
Doktar,1,0,1,False,https://en.wikipedia.org/wiki/Doctor_Zhivago_(novel),wikipedia_fallback,wikipedia,completed,,2025-07-31T01:36:45.809771
TSKB A.Ş.,1,0,1,False,https://en.wikipedia.org/wiki/List_of_companies_listed_on_the_Borsa_Istanbul,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:36:48.041880
Kale Grubu/Kale Holding,1,0,1,False,https://en.wikipedia.org/wiki/Kale_Group,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:36:49.762516
BONWRx,1,0,1,,,,,failed,Não foi possível encontrar website para BONWRx,2025-07-31T01:36:50.343639
Linkage Turkey,1,0,1,False,https://en.wikipedia.org/wiki/Greece–Turkey_relations,wikipedia,wikipedia,completed,,2025-07-31T01:36:52.305175
CarbonSifr,1,0,1,False,https://en.wikipedia.org/wiki/Careem,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:36:54.199296
Üsküdar American Academy,1,0,1,False,https://en.wikipedia.org/wiki/Üsküdar_American_Academy,wikipedia,wikipedia,completed,,2025-07-31T01:36:56.100115
ACCA,1,0,1,False,https://en.wikipedia.org/wiki/Association_of_Chartered_Certified_Accountants,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:36:58.333452
Enerji Piyasaları İşletme Anonim Şirketi (EPİAŞ),1,0,1,,,,,failed,Não foi possível encontrar website para Enerji Piyasaları İşletme Anonim Şirketi (EPİAŞ),2025-07-31T01:36:58.998188
AstraZeneca İlaç Sanayi ve Tic. Ltd Şti.,1,0,1,,,,,failed,Não foi possível encontrar website para AstraZeneca İlaç Sanayi ve Tic. Ltd Şti.,2025-07-31T01:36:59.598842
SOCAR TÜRKİYE,1,0,1,False,https://en.wikipedia.org/wiki/Mikayil_Jabbarov,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:37:01.982951
Allianz Teknik (Beykoz Gayrimenkul) / Allianz Türkiye,1,0,1,True,https://www.allianz.com.br/sobre-allianz/corretores.html,bing,website,completed,,2025-07-31T01:37:07.507244
Wat Motor Sanayi ve Ticaret Anonim Sirketi,1,0,1,,,,,failed,Não foi possível encontrar website para Wat Motor Sanayi ve Ticaret Anonim Sirketi,2025-07-31T01:37:08.335035
Women in Smart Energy UK,1,0,1,False,https://en.wikipedia.org/wiki/IMEC,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:37:10.230114
Predency,1,0,1,,,,,failed,Não foi possível encontrar website para Predency,2025-07-31T01:37:10.858673
Entek Elektrik Üretimi A.Ş,1,0,1,False,https://entek.com/,bing,website,completed,,2025-07-31T01:37:15.272321
Kearney Middle East,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://www.kearney.com/,2025-07-31T01:37:16.114272
KACARE,0,1,1,False,https://en.wikipedia.org/wiki/Nuclear_power_in_Saudi_Arabia,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:37:18.057987
Riyadg,0,1,1,,,,,failed,Não foi possível encontrar website para Riyadg,2025-07-31T01:37:18.613883
University of Suwon,0,1,1,False,https://en.wikipedia.org/wiki/University_of_Suwon,wikipedia,wikipedia,completed,,2025-07-31T01:37:20.286258
Gyeongsang National University,0,1,1,False,https://en.wikipedia.org/wiki/Gyeongsang_National_University,wikipedia,wikipedia,completed,,2025-07-31T01:37:22.481870
Kangwon National University,0,1,1,False,https://en.wikipedia.org/wiki/Kangwon_National_University,wikipedia,wikipedia,completed,,2025-07-31T01:37:24.582208
UNSA,0,1,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/UNSA,2025-07-31T01:37:25.383932
EY (Ernst & Young) Türkiye,1,0,1,False,https://en.wikipedia.org/wiki/Aytül_Erçil,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:37:27.929112
Nuclear Industry Association of Türkiye,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Turkey,2025-07-31T01:37:29.362062
Participation Banks Association of Türkiye,1,0,1,False,https://en.wikipedia.org/wiki/List_of_banks_in_Turkey,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:37:31.706612
Fiba Yenilenebilir Enerji Holding,1,0,1,,,,,failed,Não foi possível encontrar website para Fiba Yenilenebilir Enerji Holding,2025-07-31T01:37:32.381727
Çimsa Çimento San. Ve Tic. A.Ş.,1,0,1,,,,,failed,Não foi possível encontrar website para Çimsa Çimento San. Ve Tic. A.Ş.,2025-07-31T01:37:32.984445
Enerjisa Uretim,1,0,1,True,https://en.wikipedia.org/wiki/Sabancı_Holding,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:37:35.095082
The Banks Association of Türkiye,1,0,1,False,https://en.wikipedia.org/wiki/Banks_Association_of_Turkey,wikipedia,wikipedia,completed,,2025-07-31T01:37:37.032656
DANİYA DIŞ TİCARET ELEKTRONİK LTD.ŞTİ,1,0,1,,,,,failed,Não foi possível encontrar website para DANİYA DIŞ TİCARET ELEKTRONİK LTD.ŞTİ,2025-07-31T01:37:37.711832
Poliark Inc.,1,0,1,,,,,failed,Não foi possível encontrar website para Poliark Inc.,2025-07-31T01:37:38.258745
Zero Emissions Traders Alliance (ZETA),1,0,1,,,,,failed,Não foi possível encontrar website para Zero Emissions Traders Alliance (ZETA),2025-07-31T01:37:39.056774
S360,1,0,1,False,https://en.wikipedia.org/wiki/Honda_S360,wikipedia,wikipedia,completed,,2025-07-31T01:37:40.812143
Dr. Binnaz Ege Dr.Rıdvan Ege Anadolu Lisesi,1,0,1,False,https://en.wikipedia.org/wiki/List_of_high_schools_in_Turkey,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:37:42.974932
International Development and Environment Association,1,0,1,False,https://en.wikipedia.org/wiki/United_Nations_Environment_Programme,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:37:44.657471
Türkiye İş Bankası A.Ş.,1,0,1,False,https://en.wikipedia.org/wiki/İşbank,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:37:48.818779
Aksa Enerji,1,0,1,False,https://en.wikipedia.org/wiki/Aksa_Energy,wikipedia,wikipedia,completed,,2025-07-31T01:37:51.460986
Enerjisa,1,0,1,True,https://en.wikipedia.org/wiki/Sabancı_Holding,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:37:52.933123
S360 Sürdürülebilirlik Hizmetleri AŞ,1,0,1,,,,,failed,Não foi possível encontrar website para S360 Sürdürülebilirlik Hizmetleri AŞ,2025-07-31T01:37:53.568206
Semtrio Sustainability,1,0,1,,,,,failed,Não foi possível encontrar website para Semtrio Sustainability,2025-07-31T01:37:54.166078
"Ministry of Environment, Urbanization and Climate Change of the Republic of Turkiye",1,0,1,False,"https://en.wikipedia.org/wiki/Ministry_of_Environment,_Urbanisation_and_Climate_Change",wikipedia,wikipedia,completed,,2025-07-31T01:37:56.131265
Turkish Offshore Wind Energy Association,1,0,1,,,,,failed,Não foi possível extrair conteúdo relevante de https://www.turkishairlines.com/pt-br/main/,2025-07-31T01:38:05.383284
SEKANS ENERJI LIMITED SIRKETI,1,0,1,,,,,failed,Não foi possível encontrar website para SEKANS ENERJI LIMITED SIRKETI,2025-07-31T01:38:06.139116
Embassy of the Republic of Korea in Azerbaijan,0,1,1,False,https://en.wikipedia.org/wiki/List_of_diplomatic_missions_of_South_Korea,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:38:09.508240
Korea Trade-Investment Promotion Agency (Commercial Section of the Embassy of the Republic of Korea),0,1,1,False,https://en.wikipedia.org/wiki/North_Korea–Russia_relations,wikipedia_fallback,wikipedia,completed,,2025-07-31T01:38:12.449791
